km,price
209175,19438.25
22681,35106.19
236256,52221.44
165065,13298.35
28174,26997.260000000002
234333,43174.67
156386,24187.14
215626,55165.74
88457,22960.43
223255,22443.45
8790,7421.1
27943,28260.57
27176,28997.239999999998
30573,27885.27
52819,50287.81
14804,42851.96
193569,11611.31
101660,33785.4
200588,16986.12
197891,-12509.91
73274,16433.260000000002
132692,3546.08
135531,49738.69
38542,30541.58
170239,36268.61
160210,51293.9
182556,30841.440000000002
169286,13640.14
31829,30842.71
72850,14774.5
116120,13365.8
161460,31891.4
29581,29145.190000000002
55422,29224.78
36576,30903.239999999998
209230,47324.7
142238,-3659.380000000001
195209,19424.91
107681,21002.190000000002
61299,28668.010000000002
221299,19646.010000000002
185481,16399.190000000002
115629,17361.71
23337,29169.629999999997
16356,-2652.5599999999995
197798,26141.02
63775,27018.25
3613,-11337.13
10574,-5877.74
225688,27495.12
20974,-8893.74
170934,15700.66
164783,33753.17
153456,45035.44
65242,19657.58
428,15021.72
153094,16595.059999999998
81233,17335.67
196490,30524.1
234053,-10387.53
45822,12273.78
63104,49690.96
120185,7151.15
194892,23809.08
210955,10980.45
63084,12150.16
24639,-5252.389999999999
166397,9710.03
193016,25550.84
152803,23078.97
150327,31361.73
208167,54390.33
162761,29948.39
25871,43002.29
124265,40510.35
202311,4681.889999999999
54730,40245.7
57713,52930.87
173990,15703.1
61795,34001.05
112464,37296.36
218099,17496.010000000002
244635,45106.65
157232,11755.68
97314,14690.86
185170,34798.3
241052,12490.48
173079,39773.21
16353,24620.47
92872,18729.28
229600,51301.0
115482,53770.18
144686,8595.14
231693,-2652.9300000000003
46420,37469.8
94981,31917.190000000002
83394,19028.059999999998
206846,8958.54
21968,3945.3199999999997
230500,42214.0
133413,15943.869999999999
109919,33203.81
212241,29485.59
110645,13045.55
163057,25812.43
173775,32582.25
201040,-1473.3999999999996
148491,33645.09
226603,14117.97
231967,32629.33
104641,52942.59
232061,10321.39
172567,22908.33
197465,13264.35
45092,10155.08
18681,31558.190000000002
148315,-3418.1499999999996
241939,13985.61
204704,24829.96
21450,37822.5
193920,20992.8
245093,7592.07
111321,20112.79
58237,36339.63
6309,13004.91
151786,6913.139999999999
206559,5659.41
87701,50558.99
246657,38753.43
28258,13806.42
186853,31956.47
124736,16424.64
46647,49438.53
19158,11459.42
47228,48898.72
129523,18591.77
226252,-2857.5200000000004
27445,50189.55
136907,32732.93
205785,11991.15
176941,-6528.41
193892,17197.08
68829,29649.71
152480,44831.2
158133,29442.67
162947,29591.53
119977,45433.229999999996
50579,35249.21
107319,12678.81
90203,360.96999999999935
36102,36950.979999999996
21322,49983.78
27741,20003.59
108933,27405.67
27332,43541.68
81628,515.7199999999993
191979,33267.21
188259,41701.41
220193,-9629.93
90046,11601.54
109770,38016.3
53059,22264.41
101365,17689.35
192950,33788.5
146798,39854.020000000004
178952,22250.48
186532,2894.6800000000003
75781,41611.19
224398,14961.02
34967,9789.33
209243,5700.57
50051,-11550.51
27155,34351.45
107875,24981.25
2359,13681.41
122323,30788.77
66339,48520.61
805,11401.95
224303,35565.97
213638,15743.619999999999
116869,38019.31
2190,5947.1
238645,33160.55
103101,36496.99
95719,18955.809999999998
18576,44141.24
192860,25551.4
47207,27862.93
30116,34732.84
87870,3196.2999999999993
201816,12892.84
54991,13372.09
173752,19554.48
109923,18147.77
99450,-6836.5
112221,18446.79
207284,28858.16
111701,14227.99
146408,29003.92
163102,41696.979999999996
191065,21793.35
13155,23239.45
169979,44887.21
91895,28568.05
120947,1111.5300000000007
14616,37149.84
146241,30510.59
226834,26886.66
39503,26180.97
101401,26596.989999999998
235602,41501.979999999996
152450,13098.5
173511,27626.89
6166,24780.34
50714,16223.86
143924,-9369.24
89664,52259.36
246746,11324.54
202636,24296.64
67009,25698.91
186030,33117.7
95802,10260.98
208524,1247.7600000000002
86179,30186.21
85261,1840.3899999999994
7450,17293.5
51672,29653.28
163891,-499.90999999999985
121922,-2569.2199999999993
142898,14589.02
69840,3439.6000000000004
156127,6190.73
30610,26807.9
172505,50973.95
69885,14744.15
85191,16641.09
133475,15192.25
5714,35524.86
128851,36124.49
54869,-2788.6900000000005
181522,8647.78
221978,13226.22
115721,17504.79
203805,19377.95
97603,-244.03000000000065
171463,11493.369999999999
21484,30303.16
106681,33719.19
19243,12228.57
245709,25211.91
182617,50380.83
209956,11143.44
36971,-6716.709999999999
29384,10863.16
197781,3620.1900000000005
212690,35912.1
79505,-4462.049999999999
189440,54854.6
138562,10307.38
23312,15398.88
50169,42215.31
120615,-4497.15
90271,3356.290000000001
84661,44289.39
119430,-1103.2999999999993
220916,6975.84
126882,11542.18
142131,16537.690000000002
230188,10762.119999999999
70817,38579.83
224719,24140.809999999998
227037,4434.630000000001
79683,48363.17
222710,53332.9
211781,8856.19
155324,22411.760000000002
5348,7953.52
215966,8650.34
71635,1037.6499999999996
147635,3892.6499999999996
9129,8071.709999999999
168284,53649.16
48408,4039.92
92917,15657.83
45364,16066.36
20442,5115.58
3755,50514.45
189967,17342.33
211153,-6999.530000000001
98493,56462.07
57105,23658.95
205852,24351.48
186724,18608.760000000002
196022,16151.78
64775,4478.25
9418,10194.82
119678,24835.22
243328,2575.7199999999993
66721,16916.79
13017,22435.83
199759,16533.41
107738,48067.619999999995
126749,38634.51
31358,42889.42
154417,29464.83
160276,36325.24
227450,20112.5
93007,-1842.0699999999997
128168,44778.32
227815,4265.85
161803,33377.97
206653,10054.47
164898,-2447.9799999999996
121403,-4508.030000000001
97026,45353.74
235978,19739.22
121789,32519.11
225032,42141.68
37714,45100.86
191698,17289.02
48824,34866.76
28066,26133.34
165201,34137.99
29879,-815.7900000000009
225030,49932.7
220650,1387.5
108260,-3643.6000000000004
169242,38556.58
132389,41220.11
6565,36791.35
91832,40363.68
8210,52049.9
205264,35181.36
52776,48676.24
29432,39331.68
211330,27958.7
160227,7714.73
144313,13093.869999999999
163051,38322.49
18653,14792.47
244323,13980.77
104597,8902.03
199190,-4412.9
3382,15154.18
2792,3259.08
47943,18507.57
74987,29112.129999999997
59118,15559.82
229276,11407.24
92774,40370.26
182782,34519.18
200575,19999.25
236403,29415.97
113921,-1148.2099999999991
190794,53521.06
15152,41440.479999999996
185383,3597.17
233499,20126.010000000002
105886,-2987.8600000000006
104843,6699.57
78872,17560.28
127017,13507.83
245043,14088.57
209634,22548.66
223179,21097.21
194362,12575.38
1763,1095.3700000000008
142845,17961.55
197107,22052.93
211642,12385.58
114591,28298.09
249956,21045.440000000002
6398,12196.02
231876,14913.24
131670,2833.2999999999993
37939,-162.38999999999942
52386,-2046.8600000000006
241032,25423.68
177837,45084.63
172758,47535.42
126849,40929.51
238694,14392.06
179381,1204.1900000000005
110015,37682.85
85107,28270.93
55406,19459.940000000002
80610,53194.9
101703,33125.97
150505,51466.95
104722,28807.78
23194,44175.06
220882,7315.18
37730,24162.7
12565,40894.35
29114,16698.86
23384,-8466.84
104044,38270.56
15669,51277.31
120946,50488.54
64814,49459.86
142743,0.569999999999709
197531,24701.690000000002
193494,10495.06
190616,35565.84
217674,18526.260000000002
57564,-4267.639999999999
231226,1784.7399999999998
138253,6914.469999999999
130090,22479.1
193176,-10040.76
93244,19844.559999999998
185123,37654.770000000004
247058,30967.42
39234,-4031.34
211433,40290.67
157742,21476.58
51833,33017.67
69737,45338.63
97085,37328.15
175989,14128.11
217396,40957.04
244878,5201.219999999999
244372,26507.28
123154,20995.46
230411,53539.89
208245,17502.55
42185,34212.15
191630,55110.7
209260,-9228.6
31475,1783.25
213303,19196.97
215576,9061.24
88622,46717.78
152360,32803.4
217502,12791.98
173874,11759.26
18518,35184.82
138109,5260.91
183351,8677.49
5251,14500.49
38048,7838.52
165731,39034.69
96258,51402.42
68068,17721.32
204553,22055.47
113506,47703.94
13203,6067.969999999999
147022,29508.78
38282,20963.18
127430,52081.7
212783,44833.17
172522,50286.78
78039,49176.61
48990,11165.1
215261,52523.39
145576,15628.24
2389,33432.11
248458,23264.42
197835,43110.65
129528,16383.72
180464,1266.3600000000006
207319,8101.8099999999995
95646,-8053.459999999999
220966,6561.34
39816,40851.84
88470,47319.3
192473,-9802.73
151974,3865.26
56093,34840.07
153810,7166.9
27859,22807.41
11232,27124.68
207243,30552.57
3574,46910.26
42810,-4002.1000000000004
151876,11325.24
91744,51441.56
73803,7640.969999999999
94470,17010.3
215619,3004.8099999999995
66608,-8576.08
94326,3245.74
176452,31474.48
150078,3297.2199999999993
215955,38337.45
163272,26933.28
135024,32825.76
104023,15784.77
99821,2553.790000000001
90970,25380.3
63466,12761.34
109802,8507.98
26315,-2843.1499999999996
34971,8497.29
171018,20734.82
229295,31830.05
50836,2537.6399999999994
169993,308.0699999999997
24016,47837.84
8007,-6061.07
44865,49778.35
67702,9941.98
47441,31785.59
83729,5408.709999999999
226967,-13539.67
117090,4597.1
693,6567.07
237795,11867.05
76482,40248.18
234774,38313.26
76325,-8962.25
4944,15165.56
233158,22512.42
114383,30929.17
153840,6077.6
224946,15070.54
25113,2303.870000000001
140679,32836.21
93228,34556.72
47379,42665.21
94724,15176.76
15283,4844.17
111586,33109.14
82581,32756.190000000002
140490,26098.1
169208,2839.92
146124,54126.76
140548,37870.520000000004
104380,25739.2
27419,1908.8099999999995
77057,-9895.57
185559,41918.41
224856,17201.440000000002
117567,11241.33
21158,-8604.58
165876,24083.239999999998
19115,21256.85
37750,43847.5
228715,5468.85
235033,7163.67
157554,34534.46
231068,51392.32
168841,22316.59
151297,34222.03
128528,13533.72
89652,32217.48
128950,47280.5
98124,57630.76
49277,47860.229999999996
229403,19629.97
174540,32949.6
105933,24663.67
248963,20821.37
59572,33699.28
102195,16285.05
94858,32226.42
148316,-4885.16
160908,9124.92
247950,10457.5
15500,46558.0
137055,30171.45
137703,28592.97
74402,-3961.0200000000004
84608,50951.92
112596,12654.04
99762,51888.38
181523,6940.77
2714,17330.86
33106,32661.940000000002
143603,14417.97
48801,32690.989999999998
238635,31885.65
81740,32262.6
74791,25195.09
119306,48065.94
192256,17680.440000000002
220415,35983.85
14329,38786.71
63363,-1191.6299999999992
15126,40960.74
141069,34183.31
12780,40077.2
225361,10612.39
153624,32397.760000000002
248087,8447.130000000001
246965,-4387.65
109586,33080.14
70143,20701.57
175616,30930.84
99748,48432.520000000004
108365,3767.3500000000004
13364,7276.360000000001
30044,37812.56
237352,14333.48
100382,26880.18
95180,12761.2
218952,-279.52000000000044
233415,16628.85
143752,21464.48
107787,32007.129999999997
117177,32622.23
245816,10258.84
99005,10757.95
123392,20594.08
97652,5849.48
48788,46898.12
203030,-1863.2999999999993
115110,25548.9
61047,13408.53
161782,20853.18
191047,42378.53
85913,9582.87
50810,32034.9
223113,18804.87
144199,11586.01
94408,-5353.08
208248,24927.52
127010,-7692.1
7354,14963.46
153660,21725.4
111591,32786.09
241607,13846.93
22644,41839.56
216541,5325.59
194262,1251.3799999999992
203016,3084.84
173136,28173.64
173170,2856.2999999999993
52005,18245.95
242663,25991.37
98123,38642.770000000004
130128,17389.72
215032,12209.68
203522,32025.78
56968,14518.32
53464,32312.36
208739,4258.610000000001
174711,38464.89
46394,27400.059999999998
55012,12705.88
13203,15681.97
193395,50985.05
73957,37195.43
125273,20032.27
87392,26034.08
124319,8099.8099999999995
161492,-4721.92
168353,9003.47
238859,11469.41
29174,10853.26
152735,8211.65
69915,-5285.15
141809,7163.91
31965,35373.35
15821,55174.79
34229,10048.71
157391,7009.09
19643,28161.57
11492,8815.08
2489,11962.11
126669,10204.31
126972,32185.28
3573,26479.27
141148,12475.52
83418,17870.82
35536,24402.64
13405,17842.95
32002,36551.979999999996
153354,33600.46
72253,40323.47
35178,20770.22
3442,39580.58
185731,7092.6900000000005
125964,43203.36
12176,10131.24
123112,26336.879999999997
201626,40811.74
168337,33867.63
60335,45559.65
58167,14361.33
204053,33706.47
91621,6821.790000000001
175730,50698.7
213541,26061.59
161653,-251.53000000000065
80600,35687.0
75485,9907.15
70155,48809.45
96218,32969.82
167683,32617.17
139669,29211.309999999998
68767,29392.33
176488,27766.12
14809,5004.91
166261,18568.39
176784,30472.16
208816,15317.84
106942,24594.58
170557,30940.43
146889,35133.11
17901,56370.99
42629,35929.71
114707,8836.93
26098,33269.020000000004
82722,16631.78
249379,30228.21
140308,-313.0799999999999
104336,34558.64
20777,15128.23
193429,9346.71
85842,3265.58
232350,92.5
97151,26610.489999999998
151865,48761.35
100894,15696.06
108739,17889.61
158681,27475.190000000002
152657,18555.43
43543,15539.57
58992,54544.08
77421,13178.79
122638,31560.62
203309,35963.91
8896,21509.04
156043,8587.57
152806,311.9400000000005
58608,39478.92
88347,40894.53
53347,33658.53
164339,16471.61
166245,15083.55
220178,25529.22
85245,52351.55
119705,14561.95
33798,39354.020000000004
212015,6593.85
188581,44165.19
184976,-3098.76
100052,5537.48
204883,21621.17
58712,17452.879999999997
58984,5799.16
71164,33795.36
223377,38643.229999999996
246663,26512.37
7582,33523.18
121001,7066.99
130387,-9828.87
66930,27813.7
5750,17354.5
199995,9895.05
127986,41498.14
20966,30286.34
143266,26889.34
238240,36997.6
226672,41756.28
39945,39083.55
40294,-11329.94
7318,4483.82
50577,14818.23
36629,27287.71
240406,10362.94
88013,15088.87
242113,32433.87
114153,20847.47
83593,12572.07
33341,17115.59
58713,25768.870000000003
91319,35738.81
193819,5404.8099999999995
58753,45711.47
192526,14468.74
138867,9974.33
228406,29401.940000000002
71364,8108.360000000001
236183,-2879.83
202922,26578.78
212041,46131.59
123692,-7601.92
63112,28124.879999999997
750,40826.5
6246,28319.54
194200,8131.0
105554,223.45999999999913
81160,24466.4
49714,-7897.139999999999
120380,-65.79999999999927
236089,17347.11
178961,31759.39
33857,40553.43
96394,5024.0599999999995
121935,11773.65
38737,33055.63
34470,-1282.7000000000007
53838,11031.62
80206,8345.94
41659,17475.41
73366,21864.34
216295,42019.05
213079,12099.21
236514,44818.86
142297,47488.03
164891,3018.09
122852,39113.479999999996
60963,26587.370000000003
55516,1569.8400000000001
183216,33303.84
54776,-599.7600000000002
188256,33842.44
67004,29365.96
8156,27302.440000000002
192272,33411.28
141019,18553.809999999998
189054,47943.46
126797,13071.03
26222,26290.78
70047,13436.53
176185,36675.15
64728,34866.72
125068,35984.32
198403,34920.97
114719,31930.809999999998
46503,33733.97
188353,12715.47
205622,31330.78
230816,15021.84
84134,1886.6599999999999
80453,42457.47
62112,56321.88
188026,45599.74
15150,35994.5
40784,21113.16
164640,-4601.4
216906,32230.940000000002
97048,33898.520000000004
180225,30741.75
188792,38631.08
117506,18209.940000000002
169995,36108.05
30998,6446.02
247333,51247.67
21141,9864.59
65772,4670.280000000001
13693,5751.07
17673,20905.27
80780,3689.2000000000007
131306,35379.94
223432,23044.68
181953,12329.47
96005,17948.95
182237,-7921.370000000001
224295,29123.05
142451,18085.489999999998
233827,29005.73
198140,54988.6
236127,54778.729999999996
152410,21314.9
39226,23094.739999999998
101178,53131.22
121165,6615.35
49893,799.0699999999997
88922,46395.78
21699,20767.010000000002
152030,-6418.299999999999
105827,13113.73
34039,38719.61
214660,51352.4
138911,34632.89
137670,34210.3
240075,25061.25
131091,10479.09
155494,45501.06
210631,53287.69
116778,7496.219999999999
195816,20823.84
47997,33390.03
222043,14626.57
96785,-5394.85
78962,38049.38
167946,40266.54
117237,10949.63
26121,23969.79
44996,368.0400000000009
249223,26231.77
181223,5729.77
201769,21530.309999999998
50957,7387.43
95176,30713.239999999998
241721,19287.79
32202,7909.98
138423,34082.770000000004
118242,6602.58
193705,50973.95
113159,39621.41
41918,45382.82
163412,36299.88
248302,13152.98
76794,6696.0599999999995
91041,544.5900000000001
39229,10809.71
243949,16275.51
223344,1736.5599999999995
97276,17632.239999999998
102596,16869.04
242796,16348.04
25150,1098.5
155265,12575.35
92446,-3748.459999999999
28153,24911.47
154488,12780.119999999999
72830,18372.7
158124,29481.760000000002
107374,-3801.74
102904,-6143.040000000001
168751,29576.489999999998
111626,35908.74
48079,37450.21
213155,12971.45
53321,5415.790000000001
11931,20858.690000000002
235683,16126.17
192969,50531.31
87029,21432.71
223834,17254.66
73409,38914.91
96778,-2865.7800000000007
228192,-7036.92
140535,50795.65
146353,7721.469999999999
57497,31511.03
158119,21894.809999999998
15458,16967.42
163756,33788.44
221682,3093.1800000000003
186775,45257.25
103542,6567.58
225231,5320.6900000000005
103558,29032.42
216870,4010.2999999999993
44959,29898.41
34170,13395.3
160324,24348.760000000002
3758,35852.42
13547,457.53000000000065
121853,15674.47
180149,30537.510000000002
153837,28606.629999999997
28303,7197.969999999999
217270,46827.3
86563,11693.37
48720,31444.8
202712,20938.879999999997
167995,43643.05
151473,14914.27
25403,12513.97
153008,48417.92
150071,7136.290000000001
64008,34152.92
187986,42173.14
183594,44017.06
128215,2598.8500000000004
47589,39048.11
200941,9867.59
83944,27249.559999999998
127426,18854.739999999998
115897,36815.03
136403,39689.97
232549,250.51000000000022
152529,32115.71
93768,6099.32
91415,9066.85
115241,35738.59
160393,21003.07
239635,-2616.3500000000004
193655,23500.45
240948,17123.52
249897,30690.03
139653,10157.47
28636,26048.64
166479,49673.21
120294,38626.06
166725,44035.75
142409,23151.91
140572,9444.28
172691,45996.09
39681,22257.190000000002
28198,114.02000000000044
180093,34213.07
32563,50648.37
191789,41056.11
99135,3709.6499999999996
126844,27503.559999999998
192752,18294.48
159451,26734.489999999998
208245,50353.55
80042,6327.58
111393,8804.07
244070,19694.3
144984,3242.16
122109,30980.91
239236,14209.64
92588,55058.12
244817,14660.83
128174,19829.260000000002
233708,44089.92
86423,11060.77
168189,7030.110000000001
144603,38570.97
211094,11704.06
102076,-4249.76
13633,43333.67
141002,48027.979999999996
99788,6271.120000000001
240156,31717.440000000002
172794,1872.0599999999995
217947,30408.53
8078,2491.2199999999993
128627,52932.729999999996
234910,-6520.1
15264,47491.36
68974,4634.26
241121,19136.79
112218,12655.82
178841,4638.59
72966,15815.34
56288,41669.12
120087,45359.13
195944,5538.5599999999995
225138,6780.619999999999
149651,51136.49
148647,28520.53
123507,48617.93
39898,35109.020000000004
42129,31729.71
79317,9454.83
117129,5337.709999999999
173965,26951.35
98827,2874.7299999999996
241845,37916.55
96450,36772.5
66757,54302.43
96172,35092.28
59362,46961.38
225303,22166.97
148692,27528.08
225441,-2397.41
37266,13269.34
192917,31361.83
1482,28614.18
212391,21745.09
109682,42297.18
180644,-10747.44
178961,33683.39
27583,3026.17
240147,35221.53
17391,29019.09
27370,14295.3
66130,3400.7000000000007
241480,45153.2
88584,32696.16
5060,4793.4
46674,39927.26
16183,31575.17
52722,44009.78
212997,2133.029999999999
55983,2632.17
137472,44341.28
187331,-2298.3099999999995
118001,20129.989999999998
193043,36663.57
136325,10789.75
129904,34599.96
115786,26851.14
163925,18681.75
198850,11860.5
118326,9104.74
146637,3445.629999999999
84316,24384.84
234112,18034.88
166000,24363.0
52642,8258.58
36568,13487.32
193835,-5923.35
229774,19905.260000000002
41025,45271.75
28019,11570.81
115044,12027.56
201399,14276.01
176980,-3240.7999999999993
132766,14591.34
185927,48683.729999999996
49012,16531.879999999997
91853,21635.47
242973,22226.27
214733,24857.67
148252,24323.48
241588,39798.119999999995
249584,36690.16
68419,38760.81
202874,23516.260000000002
19914,20330.86
4886,16666.14
35977,16150.23
128398,2351.0200000000004
54404,9389.96
76528,28564.72
58347,54423.53
167837,50381.63
206785,-1822.8500000000004
96214,2388.8600000000006
46879,33661.21
239886,30193.14
145552,2430.4799999999996
172071,-1809.7099999999991
119575,46550.25
83298,19461.02
85610,28882.9
26399,20598.010000000002
247133,34890.67
131351,22207.489999999998
10748,43306.520000000004
192560,32682.4
117644,18339.559999999998
69802,9285.98
217329,47515.71
32487,38641.13
179625,30213.75
79967,36723.33
180548,32849.520000000004
122022,38537.78
195084,38355.16
892,11737.08
221712,30055.88
190589,26039.11
152214,40898.86
143807,21570.93
210314,30048.86
233657,12172.43
53392,11663.08
96282,39828.18
85075,6897.25
225922,35881.78
24068,15709.32
194017,-7867.17
118179,8572.21
27062,5310.379999999999
198633,36936.67
2099,2316.01
220738,34953.619999999995
167702,-2396.0200000000004
107727,34342.729999999996
166811,-401.1100000000006
241310,-53.100000000000364
161740,31292.6
231211,44546.89
235613,9641.869999999999
174908,53251.92
234424,23235.760000000002
141866,20824.34
100354,16326.46
245169,8838.31
82980,4380.200000000001
163403,360.96999999999935
193906,18726.940000000002
38952,32210.48
75880,43517.2
154815,54616.85
233602,15324.98
218848,16279.52
12848,38555.520000000004
14547,14333.53
205730,29696.7
124661,36179.39
95838,50908.62
185890,32667.1
83292,-1347.92
132879,5782.209999999999
110809,43524.91
209251,44453.49
2795,13423.05
220160,25736.4
132041,5963.59
167830,18060.7
78576,17341.239999999998
152185,19340.15
77779,-2714.790000000001
104201,17466.989999999998
46708,56084.92
175252,23328.48
183828,2004.7199999999993
20105,52215.95
107985,14433.15
6384,32409.16
35913,48352.87
182229,31152.71
145943,1662.5699999999997
7892,41937.08
57678,33046.22
235472,13875.279999999999
40033,4303.67
23085,13487.15
61330,7200.700000000001
141072,22518.28
84903,17171.97
196383,28510.17
239261,27986.39
81647,36462.53
44049,5917.51
222310,26607.9
187929,8679.71
113535,41823.65
204606,11480.94
211443,18972.57
227705,-8353.05
187516,40169.84
150858,25292.42
66470,18460.3
150317,6739.83
149380,54017.2
110100,15029.0
195995,-11491.95
73107,4839.93
61933,50606.67
185507,44628.93
74377,-8872.77
21819,21056.809999999998
2913,9268.87
237596,47400.04
74610,3740.8999999999996
72580,19099.2
1359,-8567.59
121036,32860.64
241226,45853.74
125255,12954.45
181459,8288.41
142564,16365.36
222146,31956.54
146815,8064.85
173487,4049.129999999999
164112,39526.88
145053,-4162.530000000001
139388,24724.12
65313,32988.87
111734,37662.66
6172,40429.28
158933,52426.67
56549,22690.510000000002
77096,33244.04
19504,26683.96
54629,14521.71
162463,24129.37
223912,17030.88
158653,35241.47
12797,41207.03
110797,43612.03
47727,46898.729999999996
217822,10176.779999999999
36225,40370.75
230382,7016.18
120778,6197.219999999999
14599,24957.010000000002
150323,33350.770000000004
174844,25768.559999999998
15210,18014.9
216763,27645.37
155694,32968.06
207384,29551.16
238758,6984.42
29494,14561.06
128174,12106.26
61239,30230.61
182928,32827.72
121237,19956.629999999997
160944,49080.56
114423,19654.77
233253,21477.47
244161,1107.3899999999994
9044,-2583.4400000000005
157839,-9719.39
156424,39467.76
151939,8261.61
245625,21623.75
190373,-5345.73
203094,-7475.9400000000005
163093,18638.07
29345,38724.55
184563,-3969.630000000001
150432,16331.68
203202,25398.98
148857,7301.43
22938,36631.62
114452,21821.48
25536,8245.64
72839,44470.61
63743,27392.57
153322,12142.78
35401,36736.99
55863,10690.37
15440,7874.6
198479,9732.21
140710,46956.9
33109,29751.91
224628,21820.72
221316,30484.84
201197,36852.03
86270,13203.3
94672,39783.28
61067,13825.33
32568,34511.32
198029,14969.71
206845,17121.55
128196,30158.04
30593,31709.07
42977,40111.229999999996
128322,23041.78
186930,27879.7
131085,14387.15
128975,37094.25
114415,34274.85
145512,32591.879999999997
220537,8857.630000000001
143195,52028.05
65671,52271.29
236991,29173.09
152728,60020.72
76162,16202.38
31395,21149.05
179953,26213.47
100264,22723.36
120060,10766.4
91726,20395.739999999998
61563,33020.37
129467,4237.33
40767,30125.33
234224,39553.76
149250,55783.5
218027,32275.73
205101,37849.99
244429,28245.71
119440,12801.6
136666,12801.34
180935,32032.65
69390,40037.1
98681,23703.190000000002
200713,35536.869999999995
39290,13129.1
148454,3091.459999999999
99943,13555.57
83128,51072.72
40444,29269.559999999998
198954,21740.46
27039,30940.61
227313,12499.869999999999
154129,40034.71
69502,29560.98
890,12171.1
131408,26513.92
77512,6201.879999999999
2600,42638.0
213664,36738.36
66969,43760.31
236401,11471.99
171049,4409.51
50663,36246.37
82137,38523.63
26710,-575.1000000000004
125540,10938.6
117783,19036.17
182304,38225.96
180248,22675.52
180836,42173.64
53107,44866.93
136119,22160.809999999998
220724,9089.76
196555,34740.45
85700,31181.0
122406,1509.9400000000005
134887,54017.13
72057,11757.43
93275,-2208.75
128673,20613.27
213674,41919.26
80802,33209.979999999996
199097,10619.03
49714,13540.86
121213,56415.869999999995
200057,43727.43
160504,30034.96
134157,23767.43
41849,-8117.49
4875,9014.25
87290,48820.1
124699,38444.01
248216,9928.84
233767,-172.67000000000007
147338,6364.619999999999
235195,33087.05
178051,53030.49
10743,13645.57
77139,9481.61
151797,12973.03
218511,10552.89
14241,896.5900000000001
99321,50804.79
180421,31054.79
13540,42971.6
116902,34769.979999999996
11316,33061.84
203017,30259.83
221068,11563.32
227176,13422.24
139650,37713.5
121769,39978.31
218418,31895.82
8864,54030.36
185290,10390.1
157347,17484.53
155424,29607.760000000002
184132,8314.68
160781,26667.190000000002
204114,10610.86
229939,40014.61
118816,25169.84
189668,11880.32
88101,47329.99
213448,28474.52
4721,57553.79
184500,26618.0
125472,15546.28
54479,-5543.790000000001
244104,47555.96
179472,14382.28
196463,16727.37
155989,34488.11
19028,19461.72
141262,33787.38
199208,49245.92
78142,27549.58
6995,-6946.950000000001
149212,44426.88
149601,9946.99
27028,19013.72
151029,48909.71
76458,-5276.58
38140,44389.6
195930,36713.7
179174,21744.260000000002
15974,4114.26
246184,27705.16
97737,31636.629999999997
24358,36167.42
109769,-3895.6900000000005
203320,44784.8
13664,42031.36
226430,40148.7
177167,16453.33
119637,34005.63
196023,42774.770000000004
196854,24918.46
147070,23613.3
27544,46074.56
243378,12391.22
237464,6467.360000000001
198201,32021.989999999998
144708,11218.92
59858,55278.42
249805,23347.95
207186,47680.14
57776,44489.24
46966,6501.34
22400,26268.0
17382,44361.18
164459,7495.41
21515,40080.85
83143,20038.57
51706,35023.94
181775,16459.25
98076,-7237.76
172523,36545.770000000004
241828,27728.72
20339,50297.61
151554,46167.46
184251,16492.489999999998
68097,43557.03
247590,29951.1
228254,11979.46
88715,8483.85
231358,-2436.58
5657,51500.43
184466,20481.34
89943,18996.57
118795,25781.05
242674,22782.260000000002
116178,48011.22
224887,-6038.869999999999
142649,34678.51
179451,25760.489999999998
155842,19337.58
76544,36411.56
123069,-634.6900000000005
204343,14487.57
91933,4664.67
32224,46189.76
83390,47368.1
31542,3471.58
27524,31389.760000000002
158954,5695.459999999999
159040,24813.6
226349,31092.510000000002
224417,51638.83
165480,10093.2
143975,45605.25
57479,11312.21
240294,-5280.9400000000005
9657,40879.43
3941,20691.59
244497,29753.03
216200,7626.0
132110,18425.9
70609,1175.9099999999999
195795,54932.05
116058,19158.42
52292,8898.08
9616,29378.84
187769,-10971.69
78150,41697.5
216945,-1070.4500000000007
107107,24474.93
21990,47631.1
8879,22056.21
59284,22427.16
124433,1055.67
159200,12912.0
11098,44975.020000000004
67776,34300.24
75769,28914.309999999998
11927,14831.73
188710,32861.9
154492,50434.08
16402,19753.98
121918,19130.82
9940,22519.6
50424,21694.760000000002
105953,43947.47
104775,-11442.75
115756,9720.44
11891,34821.09
136031,-2643.3099999999995
114611,-3728.1100000000006
36082,6235.18
76064,27162.36
223616,9090.84
92671,8657.29
50221,34822.79
123789,31898.11
31177,40913.229999999996
187373,42450.270000000004
139982,40505.18
179892,3763.08
202286,18548.14
28749,5388.51
72248,38827.520000000004
14856,21638.440000000002
108758,32763.42
189335,5963.65
32779,3056.209999999999
10903,8481.97
68376,-2329.76
224049,9846.51
99611,5993.889999999999
54489,12030.11
142525,-7294.25
7729,8829.71
79809,5360.91
89311,8914.89
163330,21798.7
143940,-2623.3999999999996
118691,19502.09
223241,18022.59
137064,56966.36
208376,1419.2399999999998
153232,32469.68
220443,21939.57
30189,36219.11
103113,39752.869999999995
210361,45185.39
99566,17463.34
217754,17988.46
151417,48197.83
129586,-3009.8600000000006
19423,1490.7700000000004
246344,7223.5599999999995
7270,17541.3
25680,17999.2
